date,horseID,raceID,numberOfRunners,finishingPosition,weight,ageInDays,daysSinceLastRace,nPastRaces,raceClass
20170101,1269845,664916,8,1,120,1035,0,0,6
20170101,983074,664916,8,2,125,1006,10,13,6
20170101,904959,664916,8,3,137,1354,12,3,6
20170101,1022896,664916,8,4,120,1007,69,5,6
20170101,1185803,664916,8,5,115,988,27,2,6
20170101,931642,664916,8,6,135,1399,228,6,6
20170101,1282857,664916,8,7,122,1021,0,0,6
20170101,1185801,664916,8,8,120,977,45,2,6
20170101,1022966,664913,4,1,119,1016,19,8,5
20170101,1114218,664913,4,2,133,1039,25,5,5
20170101,1006060,664913,4,3,130,998,27,13,5
20170101,923900,664913,4,4,131,1042,32,7,5
20170101,811572,664914,7,1,127,2844,19,69,6
20170101,745446,664914,7,2,125,3593,19,60,6
20170101,816116,664914,7,3,137,2460,15,40,6
20170101,772724,664914,7,4,122,3250,386,34,6
20170101,773202,664914,7,5,131,2835,85,27,6
20170101,846468,664914,7,6,120,2179,78,20,6
20170101,862180,664914,7,7,128,2497,160,17,6
20170101,843392,664911,12,1,126,2079,22,32,3
20170101,831478,664911,12,2,133,2101,22,31,3
20170101,753203,664911,12,3,126,3279,22,77,3
20170101,833315,664911,12,4,131,2452,30,45,3
20170101,888754,664911,12,5,116,1399,19,8,3
20170101,861789,664911,12,6,119,1732,3,34,3
20170101,900494,664911,12,7,126,1329,22,12,3
20170101,868794,664911,12,8,122,1707,16,23,3
20170101,828587,664911,12,9,130,2160,22,48,3
20170101,814375,664911,12,10,123,2499,12,53,3
20170101,837302,664911,12,11,126,2080,22,61,3
20170101,814863,664911,12,12,116,2465,75,65,3
20170101,863553,664910,10,1,125,2117,13,25,3
20170101,798325,664910,10,2,119,2828,12,52,3
20170101,865694,664910,10,3,130,1757,12,25,3
20170101,883711,664910,10,4,127,1352,12,17,3
20170101,859738,664910,10,5,125,1778,12,30,3
20170101,762585,664910,10,6,124,3232,12,95,3
20170101,792845,664910,10,7,121,2835,12,47,3
20170101,779044,664910,10,8,125,2887,17,74,3
20170101,855899,664910,10,9,123,1794,17,28,3
20170101,839873,664910,10,10,133,2082,25,30,3
20170101,890704,664912,12,1,131,1380,20,8,5
20170101,790347,664912,12,2,132,2882,26,40,5
20170101,767585,664912,12,3,128,3172,37,55,5
20170101,848555,664912,12,4,126,2487,26,44,5
20170101,867747,664912,12,5,129,2092,44,21,5
20170101,892410,664912,12,6,128,1381,26,4,5
20170101,738214,664912,12,7,131,3605,13,71,5
20170101,815363,664912,12,8,129,2437,14,35,5
20170101,904962,664912,12,9,125,1346,54,8,5
20170101,891892,664912,12,10,127,1440,30,13,5
20170101,813807,664912,12,11,133,2509,18,37,5
20170101,816936,664912,12,12,125,2886,20,25,5
20170101,805255,664915,12,1,126,2432,12,53,6
20170101,904451,664915,12,2,128,1393,3,8,6
20170101,687756,664915,12,3,125,4297,12,188,6
20170101,893121,664915,12,4,127,1429,13,13,6
20170101,876347,664915,12,5,124,1760,26,32,6
20170101,822218,664915,12,6,126,2494,52,58,6
20170101,820237,664915,12,7,129,2447,13,51,6
20170101,805224,664915,12,8,120,2503,12,44,6
20170101,895480,664915,12,9,129,1424,13,7,6
20170101,838701,664915,12,10,134,2083,120,44,6
20170101,902950,664915,12,11,130,1787,22,9,6
20170101,879877,664915,12,12,119,1729,10,6,6
20170102,776428,665331,8,1,150,3537,19,48,6
20170102,901539,665331,8,2,135,1426,23,10,6
20170102,770035,665331,8,3,134,3606,98,35,6
20170102,695819,665331,8,4,145,3955,44,60,6
20170102,867435,665331,8,5,135,1791,18,7,6
20170102,817527,665331,8,6,136,2451,21,26,6
20170102,826259,665331,8,7,149,2102,14,39,6
20170102,928580,665331,8,8,140,1347,48,6,6
20170102,835580,665334,12,1,132,2084,13,47,6
20170102,855848,665334,12,2,133,1791,4,4,6
20170102,865946,665334,12,3,125,1777,23,39,6
20170102,877162,665334,12,4,130,1344,12,17,6
20170102,841086,665334,12,5,119,2166,24,28,6
20170102,821512,665334,12,6,123,2807,28,35,6
20170102,935133,665334,12,7,133,1362,67,10,6
20170102,867290,665334,12,8,114,1754,4,22,6
20170102,912014,665334,12,9,129,1760,18,12,6
20170102,859443,665334,12,10,124,1742,18,28,6
20170102,855881,665334,12,11,126,1773,13,24,6
20170102,862881,665334,12,12,128,1713,66,22,6
20170102,893926,666711,11,1,128,1400,12,17,6
20170102,882495,666711,11,2,123,1344,13,8,6
20170102,876051,666711,11,3,131,1744,35,21,6
20170102,811497,666711,11,4,130,2512,13,68,6
20170102,895310,666711,11,5,126,1343,4,23,6
20170102,805657,666711,11,6,133,2480,27,46,6
20170102,708102,666711,11,7,126,3958,2,181,6
20170102,853826,666711,11,8,117,2098,69,25,6
20170102,896470,666711,11,9,126,1705,31,16,6
20170102,844875,666711,11,10,119,2138,27,31,6
20170102,761022,666711,11,11,128,3258,132,64,6
20170102,883719,665330,14,1,130,1396,18,21,5
20170102,828045,665330,14,2,128,2095,4,34,5
20170102,897833,665330,14,3,127,1405,19,16,5
20170102,885592,665330,14,4,134,1385,6,9,5
20170102,868099,665330,14,5,130,1753,20,33,5
20170102,887018,665330,14,6,121,1433,13,16,5
20170102,782048,665330,14,7,127,2803,4,85,5
20170102,888574,665330,14,8,124,1362,72,20,5
20170102,857808,665330,14,9,128,2092,13,36,5
20170102,860215,665330,14,10,121,1779,61,27,5
20170102,864355,665330,14,11,123,1737,13,32,5
20170102,782278,665330,14,12,133,2850,20,66,5
20170102,886676,665330,14,13,126,1377,13,13,5
20170102,848341,665330,14,14,123,2107,504,2,5
20170102,891971,665328,5,1,129,1736,40,5,4
20170102,1012436,665328,5,2,126,1431,14,8,4
20170102,1284540,665328,5,3,126,1326,0,0,4
20170102,1214425,665328,5,4,126,1401,38,1,4
20170102,886612,665328,5,5,126,1423,30,2,4
20170102,838686,665332,5,1,130,2102,97,21,6
20170102,773281,665332,5,2,138,2871,28,21,6
20170102,782803,665332,5,3,131,3185,793,6,6
20170102,852616,665332,5,4,134,1747,166,10,6
20170102,851250,665332,5,5,125,1786,38,15,6
20170102,902733,665329,13,1,121,1361,20,13,4
20170102,889640,665329,13,2,135,1416,18,18,4
20170102,820310,665329,13,3,125,2436,13,43,4
20170102,864096,665329,13,4,132,1770,21,33,4
20170102,855780,665329,13,5,126,1780,17,17,4
20170102,798325,665329,13,6,130,2829,1,53,4
20170102,876982,665329,13,7,130,1359,14,12,4
20170102,862109,665329,13,8,130,1719,221,17,4
20170102,878844,665329,13,9,125,1355,20,7,4
20170102,834522,665329,13,10,130,2133,33,25,4
20170102,878465,665329,13,11,131,1375,14,6,4
20170102,883722,665329,13,12,127,1443,11,14,4
20170102,881324,665329,13,13,123,1438,14,9,4
20170102,893876,665333,13,1,133,1359,21,19,6
20170102,901461,665333,13,2,131,1372,34,9,6
20170102,886188,665333,13,3,123,1343,13,27,6
20170102,1156898,665333,13,4,125,1402,12,3,6
20170102,889645,665333,13,5,126,1422,13,15,6
20170102,812307,665333,13,6,131,2848,23,25,6
20170102,943694,665333,13,7,125,1723,30,8,6
20170102,760947,665333,13,8,123,3227,20,87,6
20170102,855831,665333,13,9,119,1703,18,42,6
20170102,786046,665333,13,10,133,3228,254,20,6
20170102,859645,665333,13,11,122,1746,13,17,6
20170102,897052,665333,13,12,132,1347,66,6,6
20170102,896501,665333,13,13,119,1359,209,3,6
20170103,1161247,665339,6,1,131,1019,35,2,4
20170103,1232867,665339,6,2,131,1061,39,1,4
20170103,1154911,665339,6,3,126,996,17,2,4
20170103,1182944,665339,6,4,131,1036,27,2,4
20170103,964760,665339,6,5,126,979,18,2,4
20170103,1044731,665339,6,6,126,1040,49,6,4
20170103,753294,665340,10,1,124,3279,24,90,5
20170103,846757,665340,10,2,144,2079,5,15,5
20170103,830598,665340,10,3,140,2531,18,40,5
20170103,735090,665340,10,4,135,3887,31,81,5
20170103,902445,665340,10,5,130,1396,16,6,5
20170103,423674,665340,10,6,127,1397,19,8,5
20170103,887174,665340,10,7,122,1727,24,12,5
20170103,810100,665340,10,8,121,2514,21,41,5
20170103,881176,665340,10,9,130,1423,24,3,5
20170103,768962,665340,10,10,140,3255,13,51,5
20170103,1139476,665338,6,1,131,1361,20,2,4
20170103,875397,665338,6,2,131,1347,14,8,4
20170103,897012,665338,6,3,126,1433,132,5,4
20170103,902497,665338,6,4,126,1375,18,11,4
20170103,916517,665338,6,5,131,1420,12,4,4
20170103,813678,665338,6,6,133,3249,1362,5,4
20170103,1041685,665341,5,1,128,1449,13,6,5
20170103,873914,665341,5,2,132,2067,16,16,5
20170103,839866,665341,5,3,136,2406,13,37,5
20170103,735250,665341,5,4,132,3539,244,45,5
20170103,780279,665341,5,5,137,3553,47,26,5
20170103,964782,665335,6,1,126,992,8,12,3
20170103,923897,665335,6,2,130,1084,18,3,3
20170103,1141216,665335,6,3,118,1040,15,3,3
20170103,1039090,665335,6,4,119,979,28,3,3
20170103,1022987,665335,6,5,133,1020,78,5,3
20170103,1022967,665335,6,6,119,979,91,3,3
20170103,841730,665337,10,1,126,2120,179,19,4
20170103,875092,665337,10,2,127,1389,13,1,4
20170103,810656,665337,10,3,125,2445,25,47,4
20170103,860375,665337,10,4,133,1785,14,18,4
20170103,887556,665337,10,5,128,1346,12,20,4
20170103,835538,665337,10,6,123,2183,123,17,4
20170103,736111,665337,10,7,134,3626,6,103,4
20170103,900108,665337,10,8,133,1407,19,16,4
20170103,863894,665337,10,9,132,1715,19,23,4
20170103,895568,665337,10,10,124,1391,21,8,4
20170103,810121,665336,8,1,124,2457,4,46,3
20170103,974063,665336,8,2,129,1789,18,4,3
20170103,846288,665336,8,3,133,2437,4,40,3
20170103,794718,665336,8,4,132,2836,47,58,3
20170103,814792,665336,8,5,121,2469,24,67,3
20170103,875646,665336,8,6,114,1710,214,20,3
20170103,834747,665336,8,7,132,2085,47,30,3
20170103,846868,665336,8,8,135,2161,8,25,3
20170104,1258547,665351,9,1,131,1001,20,1,5
20170104,1052989,665351,9,2,126,1035,36,2,5
20170104,1285761,665351,9,3,126,1032,0,0,5
20170104,1178810,665351,9,4,131,1057,56,2,5
20170104,964652,665351,9,5,126,1010,21,2,5
20170104,1167764,665351,9,6,126,980,21,2,5
20170104,1148926,665351,9,7,126,1055,21,2,5
20170104,1228588,665351,9,8,123,988,21,2,5
20170104,1235217,665351,9,9,131,1052,39,1,5
20170104,879552,665352,11,1,125,1752,13,12,6
20170104,860985,665352,11,2,127,1786,21,11,6
20170104,768365,665352,11,3,131,3171,21,55,6
20170104,828318,665352,11,4,123,2820,15,59,6
20170104,897289,665352,11,5,130,1337,16,14,6
20170104,860899,665352,11,6,134,1733,26,35,6
20170104,847651,665352,11,7,123,2071,13,29,6
20170104,867979,665352,11,8,130,1771,20,22,6
20170104,798807,665352,11,9,127,3212,15,53,6
20170104,836582,665352,11,10,122,2094,36,37,6
20170104,1049211,665352,11,11,124,1330,21,3,6
20170104,843360,665349,8,1,130,2104,118,24,4
20170104,870778,665349,8,2,133,1746,17,19,4
20170104,836850,665349,8,3,123,2145,13,35,4
20170104,865002,665349,8,4,113,1753,15,16,4
20170104,840753,665349,8,5,125,2107,20,32,4
20170104,771358,665349,8,6,133,3274,137,52,4
20170104,867678,665349,8,7,120,2170,112,38,4
20170104,906166,665349,8,8,126,1380,35,12,4
20170104,881223,665350,6,1,131,1404,20,13,5
20170104,893434,665350,6,2,126,1420,20,3,5
20170104,525939,665350,6,3,126,1438,17,2,5
20170104,1288352,665350,6,4,131,1379,0,0,5
20170104,1288353,665350,6,5,128,1750,0,0,5
20170104,798810,665350,6,6,128,3187,7,53,5
20170104,1022963,665348,11,1,129,1355,35,7,4
20170104,820693,665348,11,2,132,2462,28,45,4
20170104,849974,665348,11,3,126,2071,17,20,4
20170104,869127,665348,11,4,126,2157,35,14,4
20170104,841965,665348,11,5,125,2118,97,23,4
20170104,888939,665348,11,6,133,1715,17,6,4
20170104,824671,665348,11,7,119,2826,20,39,4
20170104,864703,665348,11,8,123,1726,28,13,4
20170104,851266,665348,11,9,125,1738,17,22,4
20170104,872563,665348,11,10,126,1764,470,4,4
20170104,878651,665348,11,11,123,1408,32,2,4
20170104,763517,665353,9,1,137,3211,16,44,6
20170104,1067102,665353,9,2,130,1339,25,5,6
20170104,817618,665353,9,3,128,2857,21,24,6
20170104,1028241,665353,9,4,126,1347,28,6,6
20170104,889904,665353,9,5,127,1373,50,19,6
20170104,815408,665353,9,6,135,2455,21,60,6
20170104,896765,665353,9,7,132,1414,28,8,6
20170104,861404,665353,9,8,126,2123,7,9,6
20170104,865176,665353,9,9,119,1731,17,25,6
20170104,838062,665357,12,1,126,2118,9,33,6
20170104,894338,665357,12,2,111,1370,9,27,6
20170104,900782,665357,12,3,124,1360,20,11,6
20170104,831233,665357,12,4,128,2105,113,35,6
20170104,850958,665357,12,5,132,1781,34,11,6
20170104,728555,665357,12,6,120,3640,28,66,6
20170104,810157,665357,12,7,125,2481,53,44,6
20170104,775059,665357,12,8,132,2801,23,60,6
20170104,835502,665357,12,9,124,2053,13,49,6
20170104,795829,665357,12,10,121,2806,9,59,6
20170104,841513,665357,12,11,123,2123,230,46,6
20170104,865842,665357,12,12,125,1747,9,25,6
20170104,889996,665354,12,1,128,1376,19,15,5
20170104,889131,665354,12,2,127,1373,15,17,5
20170104,862171,665354,12,3,125,1768,36,20,5
20170104,859650,665354,12,4,133,1749,20,21,5
20170104,719958,665354,12,5,130,3924,34,88,5
20170104,846147,665354,12,6,124,2140,39,29,5
20170104,881222,665354,12,7,130,1322,23,2,5
20170104,978784,665354,12,8,130,1405,21,10,5
20170104,844709,665354,12,9,134,2109,15,27,5
20170104,864146,665354,12,10,128,1720,54,13,5
20170104,1018567,665354,12,11,132,1793,82,3,5
20170104,750780,665354,12,12,128,3906,23,75,5
20170104,1161243,665356,9,1,131,1003,13,2,5
20170104,1156115,665356,9,2,126,975,20,2,5
20170104,1209560,665356,9,3,126,995,41,2,5
20170104,1209558,665356,9,4,126,1059,19,2,5
20170104,1025581,665356,9,5,126,1002,29,8,5
20170104,1048735,665356,9,6,131,1043,81,1,5
20170104,1285818,665356,9,7,126,994,0,0,5
20170104,1282840,665356,9,8,131,1001,0,0,5
20170104,906589,665356,9,9,131,992,18,2,5
20170104,812631,665358,10,1,127,2508,23,68,6
20170104,828046,665358,10,2,127,2175,21,29,6
20170104,841391,665358,10,3,133,2070,13,41,6
20170104,882500,665358,10,4,126,1327,20,11,6
20170104,779316,665358,10,5,133,2821,28,58,6
20170104,831501,665358,10,6,124,2085,9,35,6
20170104,878780,665358,10,7,116,1398,22,12,6
20170104,861977,665358,10,8,122,1728,13,27,6
20170104,807962,665358,10,9,126,2839,23,47,6
20170104,840688,665358,10,10,120,2078,15,25,6
20170104,855652,665355,9,1,133,1733,29,22,5
20170104,861780,665355,9,2,130,2471,14,32,5
20170104,877156,665355,9,3,134,1389,20,14,5
20170104,747186,665355,9,4,125,3620,22,58,5
20170104,896772,665355,9,5,125,1387,87,11,5
20170104,863977,665355,9,6,127,1711,20,28,5
20170104,984896,665355,9,7,122,1350,28,6,5
20170104,841324,665355,9,8,131,2098,42,35,5
20170104,808679,665355,9,9,126,2807,15,43,5
20170104,818802,665359,12,1,132,2895,8,34,6
20170104,892546,665359,12,2,124,1385,13,17,6
20170104,814858,665359,12,3,122,2476,8,45,6
20170104,826622,665359,12,4,134,2132,8,23,6
20170104,859645,665359,12,5,130,1748,2,18,6
20170104,730479,665359,12,6,130,3579,28,78,6
20170104,865551,665359,12,7,127,1728,19,8,6
20170104,823929,665359,12,8,126,2470,13,48,6
20170104,862168,665359,12,9,122,1737,28,6,6
20170104,805304,665359,12,10,133,2464,271,33,6
20170104,859948,665359,12,11,127,1737,13,32,6
20170104,795492,665359,12,12,122,2860,14,52,6
20170104,756685,666724,10,1,131,3230,19,97,6
20170104,864689,666724,10,2,120,1789,78,11,6
20170104,783294,666724,10,3,134,2836,27,35,6
20170104,819143,666724,10,4,128,2471,46,45,6
20170104,852714,666724,10,5,130,1766,13,41,6
20170104,890182,666724,10,6,133,1356,8,19,6
20170104,878741,666724,10,7,124,1342,27,6,6
20170104,835339,666724,10,8,127,2111,27,39,6
20170104,877098,666724,10,9,124,1346,41,6,6
20170104,805558,666724,10,10,133,2498,32,61,6
20170104,1253135,665345,10,1,115,1060,21,1,5
20170104,1285770,665345,10,2,120,1082,0,0,5
20170104,1285767,665345,10,3,115,1036,0,0,5
20170104,1228573,665345,10,4,120,1058,25,2,5
20170104,1214433,665345,10,5,120,1012,54,1,5
20170104,1285769,665345,10,6,120,1032,0,0,5
20170104,1232866,665345,10,7,120,1030,20,2,5
20170104,1285766,665345,10,8,120,1028,0,0,5
20170104,1258548,665345,10,9,135,1399,20,1,5
20170104,1285768,665345,10,10,120,1046,0,0,5
20170104,1053002,665346,6,1,132,1036,16,9,5
20170104,1018549,665346,6,2,133,1027,25,8,5
20170104,964807,665346,6,3,132,1037,5,6,5
20170104,1015447,665346,6,4,112,1003,26,4,5
20170104,1068640,665346,6,5,113,988,26,6,5
20170104,990078,665346,6,6,127,1005,60,6,5
20170104,820984,665347,7,1,128,2483,36,22,5
20170104,862736,665347,7,2,128,1738,19,27,5
20170104,864932,665347,7,3,128,1760,36,22,5
20170104,827212,665347,7,4,125,2467,5,65,5
20170104,846627,665347,7,5,128,2104,20,29,5
20170104,795496,665347,7,6,128,2858,27,32,5
20170104,880734,665347,7,7,125,1744,216,13,5
20170104,825782,665342,7,1,122,2441,26,41,4
20170104,897118,665342,7,2,135,1377,14,7,4
20170104,864930,665342,7,3,136,1761,27,26,4
20170104,859724,665342,7,4,133,1730,8,23,4
20170104,981720,665342,7,5,127,1752,22,7,4
20170104,755765,665342,7,6,129,3541,14,48,4
20170104,839704,665342,7,7,128,2038,30,41,4
20170104,897514,665343,14,1,138,1409,9,12,6
20170104,855735,665343,14,2,125,1727,13,33,6
20170104,861433,665343,14,3,126,2131,5,14,6
20170104,839408,665343,14,4,130,2081,5,21,6
20170104,903743,665343,14,5,133,1338,13,7,6
20170104,863195,665343,14,6,129,1803,25,34,6
20170104,1015445,665343,14,7,130,1391,19,6,6
20170104,783419,665343,14,8,116,2901,36,54,6
20170104,838086,665343,14,9,132,2147,20,30,6
20170104,888845,665343,14,10,127,1437,14,10,6
20170104,886876,665343,14,11,130,1432,48,13,6
20170104,858262,665343,14,12,128,2086,212,36,6
20170104,802415,665343,14,13,137,2824,21,56,6
20170104,869497,665343,14,14,126,1794,5,29,6
20170104,857798,665344,14,1,121,1726,30,24,5
20170104,864286,665344,14,2,129,1786,19,29,5
20170104,864933,665344,14,3,132,1775,20,24,5
20170104,885592,665344,14,4,124,1387,2,10,5
20170104,837214,665344,14,5,133,2154,19,42,5
20170104,862122,665344,14,6,124,1766,130,28,5
20170104,839930,665344,14,7,121,2527,14,28,5
20170104,754551,665344,14,8,120,3204,14,84,5
20170104,862618,665344,14,9,130,1805,19,29,5
20170104,780979,665344,14,10,125,2867,19,60,5
20170104,891352,665344,14,11,136,1430,20,5,5
20170104,749312,665344,14,12,133,3219,22,89,5
20170104,858313,665344,14,13,119,1750,14,7,5
20170104,895862,665344,14,14,131,1361,98,13,5
20170105,893876,665388,12,1,134,1362,3,20,6
20170105,869503,665388,12,2,132,1735,15,22,6
20170105,869136,665388,12,3,130,1740,23,22,6
20170105,865300,665388,12,4,131,1739,30,17,6
20170105,695467,665388,12,5,133,3972,23,97,6
20170105,881145,665388,12,6,117,1361,20,11,6
20170105,867078,665388,12,7,120,1732,7,20,6
20170105,831239,665388,12,8,131,2155,14,13,6
20170105,894825,665388,12,9,131,1412,234,5,6
20170105,876975,665388,12,10,133,1327,23,3,6
20170105,857188,665388,12,11,129,1767,26,22,6
20170105,847449,665388,12,12,119,2108,7,39,6
20170105,904451,665387,8,1,125,1397,4,9,6
20170105,973198,665387,8,2,133,1360,17,6,6
20170105,687756,665387,8,3,125,4301,4,189,6
20170105,881209,665387,8,4,134,1440,21,14,6
20170105,859745,665387,8,5,130,1757,10,27,6
20170105,1171254,665387,8,6,135,1418,14,3,6
20170105,1098290,665387,8,7,120,1344,19,5,6
20170105,871820,665387,8,8,119,1707,7,9,6
20170105,1156898,666755,9,1,128,1405,3,4,6
20170105,822218,666755,9,2,126,2498,4,59,6
20170105,876347,666755,9,3,124,1764,4,33,6
20170105,894593,666755,9,4,132,1370,23,27,6
20170105,893121,666755,9,5,127,1433,4,14,6
20170105,843956,666755,9,6,119,2389,70,23,6
20170105,975427,666755,9,7,116,1768,93,3,6
20170105,890904,666755,9,8,115,1430,6,14,6
20170105,862363,666755,9,9,130,1713,23,32,6
20170105,788234,665386,10,1,137,2822,7,23,6
20170105,881358,665386,10,2,118,1331,21,4,6
20170105,905521,665386,10,3,133,1362,26,10,6
20170105,782036,665386,10,4,137,2859,26,45,6
20170105,848339,665386,10,5,129,2118,26,11,6
20170105,877446,665386,10,6,137,1742,7,15,6
20170105,846357,665386,10,7,129,2452,7,37,6
20170105,897006,665386,10,8,119,1322,7,10,6
20170105,901001,665386,10,9,119,1352,16,6,6
20170105,1138147,665386,10,10,119,1431,14,4,6
20170105,855673,665384,7,1,116,1794,19,11,4
20170105,736754,665384,7,2,126,3552,75,59,4
20170105,788267,665384,7,3,131,2831,8,71,4
20170105,861789,665384,7,4,123,1736,4,35,4
20170105,810220,665384,7,5,121,2517,19,50,4
20170105,875917,665384,7,6,129,2661,7,28,4
20170105,883718,665384,7,7,121,1420,14,19,4
20170105,1141215,665385,4,1,124,1058,70,2,5
20170105,1114218,665385,4,2,124,1043,4,6,5
20170105,964671,665385,4,3,124,992,34,5,5
20170105,923843,665385,4,4,119,1067,49,1,5
20170105,929430,665389,11,1,128,1007,121,4,6
20170105,1046145,665389,11,2,132,1018,31,7,6
20170105,976868,665389,11,3,132,978,56,3,6
20170105,1039803,665389,11,4,122,1009,30,5,6
20170105,1156891,665389,11,5,131,1049,23,4,6
20170105,1053547,665389,11,6,128,966,30,4,6
20170105,990091,665389,11,7,122,985,23,5,6
20170105,1043210,665389,11,8,132,1019,65,5,6
20170105,1133790,665389,11,9,115,1068,43,4,6
20170105,1035976,665389,11,10,118,990,30,4,6
20170105,1026941,665389,11,11,128,991,116,6,6
20170105,748250,665362,9,1,128,3172,74,61,5
20170105,817429,665362,9,2,136,2436,540,30,5
20170105,1028260,665362,9,3,132,1400,0,0,5
20170105,817879,665362,9,4,133,2818,16,27,5
20170105,844384,665362,9,5,119,2084,16,25,5
20170105,984886,665362,9,6,131,1345,10,7,5
20170105,766935,665362,9,7,136,3577,16,74,5
20170105,819670,665362,9,8,135,2774,21,30,5
20170105,846057,665362,9,9,133,2163,24,15,5
20170105,1209561,665363,9,1,124,997,18,2,5
20170105,1015393,665363,9,2,124,1077,17,6,5
20170105,1014393,665363,9,3,124,989,20,7,5
20170105,1277367,665363,9,4,124,1028,8,1,5
20170105,1256613,665363,9,5,124,1043,0,0,5
20170105,1022956,665363,9,6,124,1027,154,2,5
20170105,1269844,665363,9,7,119,1008,14,1,5
20170105,954085,665363,9,8,137,1374,243,3,5
20170105,1052597,665363,9,9,124,1060,117,3,5
20170105,1289271,666757,9,1,124,1009,0,0,5
20170105,989313,666757,9,2,124,987,8,6,5
20170105,429907,666757,9,3,124,1066,21,3,5
20170105,1259850,666757,9,4,124,1015,20,1,5
20170105,1037599,666757,9,5,124,1022,118,4,5
20170105,1049191,666757,9,6,124,1045,19,1,5
20170105,974048,666757,9,7,124,1026,36,4,5
20170105,1185802,666757,9,8,121,1020,43,2,5
20170105,1052991,666757,9,9,119,1074,0,0,5
20170105,998435,665365,9,1,129,987,28,5,6
20170105,1026537,665365,9,2,132,1064,119,5,6
20170105,1050840,665365,9,3,133,999,43,4,6
20170105,978205,665365,9,4,129,1003,41,13,6
20170105,1052588,665365,9,5,124,1013,102,5,6
20170105,976870,665365,9,6,130,1056,9,5,6
20170105,1006052,665365,9,7,127,981,16,5,6
20170105,990090,665365,9,8,125,1054,134,4,6
20170105,1031921,665365,9,9,126,1032,106,3,6
20170105,1048211,665361,7,1,133,962,18,8,5
20170105,964573,665361,7,2,132,1006,29,7,5
20170105,1044723,665361,7,3,129,988,22,6,5
20170105,1013259,665361,7,4,125,1007,92,3,5
20170105,978196,665361,7,5,118,983,43,14,5
20170105,1068644,665361,7,6,118,1003,22,5,5
20170105,923741,665361,7,7,125,1074,102,5,5
20170105,835598,665360,10,1,133,2080,20,30,4
20170105,815361,665360,10,2,130,2473,16,52,4
20170105,837302,665360,10,3,124,2084,4,62,4
20170105,685784,665360,10,4,133,4307,70,115,4
20170105,881383,665360,10,5,129,1386,105,13,4
20170105,763986,665360,10,6,123,3193,7,46,4
20170105,817972,665360,10,7,129,2458,20,23,4
20170105,862218,665360,10,8,133,1711,16,24,4
20170105,900107,665360,10,9,126,1371,75,12,4
20170105,884539,665360,10,10,123,1407,160,14,4
20170105,898075,665364,12,1,132,1391,5,14,6
20170105,409676,665364,12,2,130,2135,26,41,6
20170105,762574,665364,12,3,128,3224,9,68,6
20170105,891464,665364,12,4,133,1333,21,13,6
20170105,838584,665364,12,5,132,2128,21,17,6
20170105,903172,665364,12,6,131,1393,17,7,6
20170105,843356,665364,12,7,130,2084,107,25,6
20170105,889903,665364,12,8,128,1387,15,22,6
20170105,869238,665364,12,9,129,1801,134,23,6
20170105,766026,665364,12,10,129,3175,26,82,6
20170105,730820,665364,12,11,124,3550,9,92,6
20170105,792470,665364,12,12,126,2840,26,56,6
20170105,890705,665380,8,1,127,1366,76,11,4
20170105,826476,665380,8,2,124,2110,14,25,4
20170105,845251,665380,8,3,123,2152,21,33,4
20170105,901333,665380,8,4,130,1350,156,12,4
20170105,761472,665380,8,5,129,3170,16,61,4
20170105,733747,665380,8,6,133,3608,28,81,4
20170105,857242,665380,8,7,132,1760,36,16,4
20170105,823228,665380,8,8,130,2444,203,30,4
20170105,841978,665379,8,1,129,2092,20,34,4
20170105,869745,665379,8,2,126,1772,29,18,4
20170105,863645,665379,8,3,133,1719,29,28,4
20170105,898086,665379,8,4,111,1403,28,12,4
20170105,989985,665379,8,5,129,1395,16,8,4
20170105,826755,665379,8,6,134,2451,36,34,4
20170105,828032,665379,8,7,140,2112,8,41,4
20170105,803860,665379,8,8,136,2887,18,58,4
20170105,817815,665378,6,1,133,2426,187,41,2
20170105,831262,665378,6,2,124,2133,45,16,2
20170105,825971,665378,6,3,118,2436,20,39,2
20170105,836449,665378,6,4,122,2499,26,46,2
20170105,831331,665378,6,5,122,2118,15,34,2
20170105,805459,665378,6,6,115,2529,15,63,2
20170105,907209,665383,8,1,130,1421,143,6,6
20170105,877175,665383,8,2,120,1346,21,12,6
20170105,887169,665383,8,3,127,1707,20,12,6
20170105,889260,665383,8,4,120,1373,267,12,6
20170105,914100,665383,8,5,116,1369,76,9,6
20170105,881146,665383,8,6,117,1362,21,25,6
20170105,755667,665383,8,7,126,3552,30,42,6
20170105,895564,665383,8,8,121,1382,294,9,6
20170105,1211861,665382,7,1,119,1041,43,2,5
20170105,1077232,665382,7,2,119,1072,55,4,5
20170105,906265,665382,7,3,119,1086,0,0,5
20170105,964885,665382,7,4,119,1064,16,8,5
20170105,1247005,665382,7,5,119,1003,9,2,5
20170105,1201666,665382,7,6,119,1047,0,0,5
20170105,1059060,665382,7,7,114,1085,16,2,5
20170105,855836,665381,9,1,134,1779,43,11,4
20170105,815679,665381,9,2,135,2470,35,38,4
20170105,864439,665381,9,3,124,1764,48,15,4
20170105,888398,665381,9,4,133,1356,159,6,4
20170105,890426,665381,9,5,129,1419,17,9,4
20170105,1028244,665381,9,6,123,1438,17,4,4
20170105,887695,665381,9,7,131,1395,29,17,4
20170105,902342,665381,9,8,129,1429,21,17,4
