date,horseID,raceID,numberOfRunners,finishingPosition,weight,ageInDays,daysSinceLastRace,nPastRaces,raceClass
20170426,868110,672230,12,1,128,1837,9,22,6
20170426,900979,672230,12,2,122,1484,14,12,6
20170426,886960,672230,12,3,116,1561,27,12,6
20170426,811497,672230,12,4,133,2626,14,76,6
20170426,891469,672230,12,5,133,1525,14,19,6
20170426,707399,672230,12,6,119,4068,127,137,6
20170426,788306,672230,12,7,119,3291,27,52,6
20170426,795492,672230,12,8,112,2972,103,54,6
20170426,855881,672230,12,9,125,1887,8,30,6
20170426,838325,672230,12,10,117,2222,14,52,6
20170426,757044,672230,12,11,114,3348,209,35,6
20170426,832430,672230,12,12,123,2248,13,41,6
20170426,1036282,672231,8,1,132,1176,239,3,6
20170426,1008759,672231,8,2,133,1169,217,3,6
20170426,976875,672231,8,3,131,1192,61,10,6
20170426,1084847,672231,8,4,130,1155,19,5,6
20170426,1025083,672231,8,5,124,1116,176,3,6
20170426,923894,672231,8,6,126,1098,184,7,6
20170426,1170455,672231,8,7,124,1125,16,4,6
20170426,1031288,672231,8,8,120,1121,201,7,6
20170426,1129529,672226,9,1,126,1126,175,3,5
20170426,1048732,672226,9,2,126,1120,200,4,5
20170426,998300,672226,9,3,126,1146,30,2,5
20170426,1417696,672226,9,4,123,1136,15,1,5
20170426,1048728,672226,9,5,126,1099,14,3,5
20170426,1426220,672226,9,6,126,1134,0,0,5
20170426,1437114,672226,9,7,126,1096,0,0,5
20170426,996053,672226,9,8,119,1112,19,12,5
20170426,1433463,672226,9,9,126,1178,0,0,5
20170426,898385,672227,8,1,124,1484,16,11,5
20170426,863718,672227,8,2,112,2214,190,26,5
20170426,900616,672227,8,3,120,1500,26,11,5
20170426,891348,672227,8,4,130,1540,265,3,5
20170426,834782,672227,8,5,127,2273,21,36,5
20170426,818948,672227,8,6,130,2552,14,44,5
20170426,818417,672227,8,7,119,2564,215,45,5
20170426,893118,672227,8,8,132,1542,241,6,5
20170426,1018566,672228,8,1,129,1092,54,5,5
20170426,1015458,672228,8,2,126,1189,12,3,5
20170426,1028338,672228,8,3,133,1093,223,3,5
20170426,998385,672228,8,4,133,1113,172,10,5
20170426,996051,672228,8,5,129,1175,194,9,5
20170426,1054948,672228,8,6,126,1162,194,6,5
20170426,923840,672228,8,7,129,1099,218,8,5
20170426,991606,672228,8,8,136,1096,11,8,5
20170426,875646,672225,10,1,122,1823,40,24,3
20170426,875413,672225,10,2,121,1517,314,3,3
20170426,863894,672225,10,3,125,1828,14,26,3
20170426,882471,672225,10,4,129,1518,24,13,3
20170426,858131,672225,10,5,124,1850,24,25,3
20170426,864611,672225,10,6,124,1840,33,24,3
20170426,896335,672225,10,7,129,1460,39,12,3
20170426,859824,672225,10,8,133,1853,208,13,3
20170426,868196,672225,10,9,125,1862,128,20,3
20170426,744971,672225,10,10,118,3699,6,83,3
20170426,805258,672229,12,1,125,2610,202,50,6
20170426,894912,672229,12,2,134,1445,15,12,6
20170426,878465,672229,12,3,128,1489,14,11,6
20170426,837744,672229,12,4,123,2194,35,28,6
20170426,890536,672229,12,5,123,1485,60,18,6
20170426,847980,672229,12,6,125,2550,35,33,6
20170426,878516,672229,12,7,124,1570,19,8,6
20170426,756944,672229,12,8,127,3354,14,72,6
20170426,808687,672229,12,9,121,3355,27,33,6
20170426,878663,672229,12,10,129,1427,42,5,6
20170426,783419,672229,12,11,120,3013,26,58,6
20170426,811163,672229,12,12,116,2583,194,31,6
20170426,859434,672235,10,1,131,1858,8,29,3
20170426,883704,672235,10,2,127,1480,11,13,3
20170426,814375,672235,10,3,119,2614,32,58,3
20170426,862757,672235,10,4,129,1889,12,25,3
20170426,836839,672235,10,5,133,2220,46,21,3
20170426,788241,672235,10,6,121,2928,26,58,3
20170426,869645,672235,10,7,118,1857,35,22,3
20170426,886915,672235,10,8,132,1468,249,14,3
20170426,782382,672235,10,9,128,2920,26,58,3
20170426,805180,672235,10,10,124,2600,28,32,3
20170426,1167751,672232,8,1,126,1113,189,1,2
20170426,1035089,672232,8,2,126,1091,12,7,2
20170426,1049210,672232,8,3,126,1153,178,5,2
20170426,1187850,672232,8,4,126,1148,182,1,2
20170426,1025043,672232,8,5,126,1081,25,5,2
20170426,1022484,672232,8,6,126,1133,182,1,2
20170426,1156112,672232,8,7,126,1077,190,2,2
20170426,1373101,672232,8,8,126,1093,14,2,2
20170426,874987,672234,9,1,137,1536,19,3,3
20170426,779294,672234,9,2,120,2994,209,52,3
20170426,764073,672234,9,3,131,3300,183,46,3
20170426,903927,672234,9,4,129,1861,25,13,3
20170426,826536,672234,9,5,133,2226,11,16,3
20170426,872578,672234,9,6,122,1896,205,20,3
20170426,897112,672234,9,7,120,1473,183,11,3
20170426,836651,672234,9,8,117,2900,32,53,3
20170426,846758,672234,9,9,130,2245,30,17,3
20170426,895472,672233,11,1,116,1487,13,14,2
20170426,866319,672233,11,2,122,1919,57,17,2
20170426,895572,672233,11,3,120,1470,25,15,2
20170426,811131,672233,11,4,133,2560,15,33,2
20170426,886919,672233,11,5,130,1533,187,11,2
20170426,870778,672233,11,6,121,1858,39,24,2
20170426,840685,672233,11,7,125,2197,15,33,2
20170426,872004,672233,11,8,130,1893,25,13,2
20170426,881370,672233,11,9,118,1478,12,18,2
20170426,877275,672233,11,10,116,1830,12,29,2
20170426,859724,672233,11,11,115,1842,19,28,2
20170426,1053542,672237,9,1,125,1115,280,1,5
20170426,1089018,672237,9,2,125,1137,204,3,5
20170426,897272,672237,9,3,135,1455,198,12,5
20170426,1164082,672237,9,4,125,1116,25,2,5
20170426,906253,672237,9,5,125,1109,0,0,5
20170426,1232864,672237,9,6,125,1132,15,5,5
20170426,993736,672237,9,7,120,1127,190,8,5
20170426,1382149,672237,9,8,115,1208,0,0,5
20170426,1056468,672237,9,9,135,1488,148,8,5
20170426,1057432,672236,14,1,130,1120,12,9,4
20170426,1016729,672236,14,2,133,1110,24,7,4
20170426,1028240,672236,14,3,115,1146,175,8,4
20170426,1008717,672236,14,4,121,1105,186,8,4
20170426,1142979,672236,14,5,133,1112,28,6,4
20170426,1035519,672236,14,6,121,1125,89,10,4
20170426,964595,672236,14,7,129,1145,216,3,4
20170426,1110982,672236,14,8,120,1138,179,4,4
20170426,964574,672236,14,9,133,1135,172,7,4
20170426,1047725,672236,14,10,128,1193,16,6,4
20170426,1017332,672236,14,11,121,1166,16,9,4
20170426,1046151,672236,14,12,129,1124,231,4,4
20170426,964880,672236,14,13,133,1123,32,2,4
20170426,1133797,672236,14,14,132,1115,42,4,4
20170426,1012432,672326,4,1,136,1172,21,11,6
20170426,964578,672326,4,2,139,1131,9,11,6
20170426,1025581,672326,4,3,116,1114,19,16,6
20170426,978193,672326,4,4,124,1135,74,14,6
20170426,1437117,672323,14,1,128,1159,0,0,5
20170426,1406194,672323,14,2,131,1191,25,1,5
20170426,923752,672323,14,3,131,1168,14,1,5
20170426,1048724,672323,14,4,131,1153,0,0,5
20170426,1247009,672323,14,5,131,1109,18,2,5
20170426,1435937,672323,14,6,131,1166,0,0,5
20170426,1437118,672323,14,7,128,1154,0,0,5
20170426,1422978,672323,14,8,126,1133,12,1,5
20170426,1141205,672323,14,9,131,1173,200,2,5
20170426,1264053,672323,14,10,123,1069,0,0,5
20170426,1413762,672323,14,11,119,1123,19,1,5
20170426,1028272,672323,14,12,119,1127,19,2,5
20170426,1427489,672323,14,13,128,1111,0,0,5
20170426,1416312,672323,14,14,131,1127,0,0,5
20170426,1184881,672327,8,1,127,1086,32,4,6
20170426,818288,672327,8,2,141,2628,28,41,6
20170426,805251,672327,8,3,138,2582,14,58,6
20170426,892913,672327,8,4,132,1459,7,23,6
20170426,883744,672327,8,5,133,1494,341,18,6
20170426,869174,672327,8,6,137,1900,35,24,6
20170426,881146,672327,8,7,122,1473,21,35,6
20170426,837555,672327,8,8,135,2278,35,51,6
20170426,994431,672325,10,1,140,1494,203,3,6
20170426,1115397,672325,10,2,123,1122,205,3,6
20170426,1150133,672325,10,3,123,1066,21,2,6
20170426,1211862,672325,10,4,123,1096,29,2,6
20170426,1170447,672325,10,5,123,1087,147,4,6
20170426,1413773,672325,10,6,118,1109,19,1,6
20170426,1420344,672325,10,7,115,1161,14,1,6
20170426,1431166,672325,10,8,123,1086,0,0,6
20170426,1399320,672325,10,9,116,1150,29,1,6
20170426,997692,672325,10,10,140,1511,22,3,6
20170426,875042,672321,7,1,125,1464,18,6,3
20170426,887695,672321,7,2,131,1506,12,23,3
20170426,895261,672321,7,3,128,1486,192,10,3
20170426,867268,672321,7,4,131,1910,61,23,3
20170426,889911,672321,7,5,120,1513,208,12,3
20170426,846890,672321,7,6,126,2193,12,48,3
20170426,903679,672321,7,7,122,1650,13,2,3
20170426,1214423,672322,10,1,128,1190,77,4,5
20170426,1041623,672322,10,2,132,1116,15,5,5
20170426,1044732,672322,10,3,133,1185,214,3,5
20170426,1050849,672322,10,4,129,1158,230,3,5
20170426,1232863,672322,10,5,122,1142,35,6,5
20170426,964665,672322,10,6,130,1113,222,3,5
20170426,1139470,672322,10,7,126,1141,186,3,5
20170426,1006060,672322,10,8,121,1113,11,23,5
20170426,1185769,672322,10,9,130,1162,190,1,5
20170426,1086267,672322,10,10,135,1188,219,2,5
20170426,864687,672324,12,1,128,1926,151,12,6
20170426,835603,672324,12,2,129,2206,18,42,6
20170426,855683,672324,12,3,131,1886,27,29,6
20170426,805303,672324,12,4,132,2574,18,54,6
20170426,869178,672324,12,5,122,1877,2,19,6
20170426,860974,672324,12,6,129,1853,30,21,6
20170426,879931,672324,12,7,130,1888,22,18,6
20170426,846036,672324,12,8,125,2169,37,26,6
20170426,856298,672324,12,9,129,2256,15,25,6
20170426,1140589,672324,12,10,121,1484,30,8,6
20170426,1288353,672324,12,11,132,1862,61,3,6
20170426,889905,672324,12,12,125,1496,243,3,6
20170427,888136,672243,12,1,135,1517,12,15,5
20170427,836449,672243,12,2,135,2611,42,50,5
20170427,997245,672243,12,3,124,1132,208,9,5
20170427,805639,672243,12,4,140,2588,10,41,5
20170427,852640,672243,12,5,138,1879,21,27,5
20170427,864286,672243,12,6,136,1899,27,34,5
20170427,1011702,672243,12,7,140,1484,10,9,5
20170427,747160,672243,12,8,129,3736,5,31,5
20170427,812395,672243,12,9,128,2618,15,104,5
20170427,756981,672243,12,10,133,3329,572,66,5
20170427,989994,672243,12,11,130,1149,193,6,5
20170427,810204,672243,12,12,128,2561,208,32,5
20170427,1371906,672244,10,1,126,815,8,1,5
20170427,1439385,672244,10,2,121,755,0,0,5
20170427,1439383,672244,10,3,126,726,0,0,5
20170427,1439386,672244,10,4,126,779,0,0,5
20170427,1416315,672244,10,5,126,750,19,1,5
20170427,1439384,672244,10,6,126,765,0,0,5
20170427,1417689,672244,10,7,126,775,17,1,5
20170427,1439381,672244,10,8,126,726,0,0,5
20170427,1384824,672244,10,9,126,779,0,0,5
20170427,1371908,672244,10,10,126,811,0,0,5
20170427,1030754,672238,6,1,117,1179,194,5,3
20170427,1028236,672238,6,2,133,1130,188,7,3
20170427,997263,672238,6,3,129,1143,16,8,3
20170427,964501,672238,6,4,125,1090,134,8,3
20170427,1022964,672238,6,5,128,1162,254,5,3
20170427,998454,672238,6,6,129,1194,16,9,3
20170427,1039090,672242,9,1,130,1093,41,7,5
20170427,989315,672242,9,2,128,1098,27,5,5
20170427,998345,672242,9,3,120,1116,218,5,5
20170427,929430,672242,9,4,128,1119,14,8,5
20170427,964867,672242,9,5,132,1105,8,7,5
20170427,964600,672242,9,6,130,1127,177,3,5
20170427,1021416,672242,9,7,127,1174,177,6,5
20170427,964919,672242,9,8,131,1159,210,4,5
20170427,1048219,672242,9,9,134,1100,17,6,5
20170427,983086,672240,10,1,123,1522,16,9,5
20170427,893505,672240,10,2,125,1525,36,17,5
20170427,831257,672240,10,3,122,2202,26,37,5
20170427,779105,672240,10,4,124,2970,15,46,5
20170427,881137,672240,10,5,128,1525,16,9,5
20170427,883705,672240,10,6,133,1494,10,38,5
20170427,805359,672240,10,7,129,2617,180,39,5
20170427,880734,672240,10,8,132,1857,16,19,5
20170427,888673,672240,10,9,123,1553,16,12,5
20170427,855883,672240,10,10,129,1830,270,15,5
20170427,796522,672239,5,1,133,2958,15,59,4
20170427,888707,672239,5,2,136,1516,13,2,4
20170427,872907,672239,5,3,129,1918,188,25,4
20170427,802543,672239,5,4,120,2630,25,53,4
20170427,897961,672239,5,5,131,1525,217,9,4
20170427,1394046,672241,6,1,123,1182,35,1,5
20170427,998441,672241,6,2,126,1121,10,3,5
20170427,1108355,672241,6,3,126,1167,244,1,5
20170427,1170452,672241,6,4,131,1104,15,2,5
20170427,1110978,672241,6,5,131,1151,230,1,5
20170427,1396730,672241,6,6,131,1158,0,0,5
20170427,820824,672334,10,1,132,2576,136,35,5
20170427,873914,672334,10,2,135,2181,8,23,5
20170427,851153,672334,10,3,133,1891,621,11,5
20170427,814810,672334,10,4,125,2524,15,49,5
20170427,887168,672334,10,5,131,1812,16,14,5
20170427,862909,672334,10,6,135,1865,59,20,5
20170427,902952,672334,10,7,129,1541,197,7,5
20170427,841392,672334,10,8,128,2273,9,28,5
20170427,732011,672334,10,9,129,4450,14,55,5
20170427,1103456,672334,10,10,128,1485,107,9,5
20170427,1413761,672333,7,1,124,1148,19,1,4
20170427,997317,672333,7,2,124,1110,0,0,4
20170427,1056898,672333,7,3,129,1135,129,5,4
20170427,997235,672333,7,4,129,1149,12,2,4
20170427,1039091,672333,7,5,124,1204,38,2,4
20170427,1008770,672333,7,6,124,1167,185,2,4
20170427,1427491,672333,7,7,140,1489,8,1,4
20170427,901336,672330,7,1,122,1538,170,11,3
20170427,835598,672330,7,2,126,2192,13,37,3
20170427,890530,672330,7,3,125,1505,7,8,3
20170427,845453,672330,7,4,129,2235,25,36,3
20170427,876967,672330,7,5,127,1482,25,20,3
20170427,837102,672330,7,6,119,2241,43,60,3
20170427,846864,672330,7,7,125,2284,173,33,3
20170427,886376,672328,6,1,128,1496,208,11,2
20170427,892673,672328,6,2,132,1490,13,18,2
20170427,857808,672328,6,3,128,2207,11,45,2
20170427,805172,672328,6,4,128,2660,26,21,2
20170427,864623,672328,6,5,132,1912,12,21,2
20170427,831567,672328,6,6,132,2227,54,32,2
20170427,857203,672329,13,1,140,2266,161,20,3
20170427,923746,672329,13,2,123,1147,12,9,3
20170427,884538,672329,13,3,131,1480,25,14,3
20170427,891893,672329,13,4,137,1503,19,12,3
20170427,840716,672329,13,5,138,2191,37,41,3
20170427,862420,672329,13,6,135,1828,187,20,3
20170427,831204,672329,13,7,133,2241,12,25,3
20170427,893942,672329,13,8,121,1486,5,21,3
20170427,733747,672329,13,9,135,3720,45,87,3
20170427,840168,672329,13,10,138,2229,229,29,3
20170427,1004663,672329,13,11,120,1136,187,4,3
20170427,853212,672329,13,12,134,1904,19,13,3
20170427,869246,672329,13,13,133,1895,200,11,3
20170427,845251,672331,11,1,126,2264,89,36,4
20170427,883285,672331,11,2,122,1866,9,19,4
20170427,895434,672331,11,3,120,1502,35,28,4
20170427,835993,672331,11,4,120,2971,2,38,4
20170427,901161,672331,11,5,129,1500,202,10,4
20170427,997697,672331,11,6,130,1462,187,8,4
20170427,901333,672331,11,7,136,1462,14,19,4
20170427,782807,672331,11,8,123,3344,10,60,4
20170427,817062,672331,11,9,133,2556,42,34,4
20170427,896572,672331,11,10,135,1476,9,6,4
20170427,810172,672331,11,11,125,2630,7,66,4
20170427,964635,672332,6,1,133,1160,26,2,4
20170427,1309587,672332,6,2,133,1149,82,2,4
20170427,964603,672332,6,3,127,1097,205,6,4
20170427,1187840,672332,6,4,136,1145,28,2,4
20170427,1151370,672332,6,5,130,1191,210,1,4
20170427,1191183,672332,6,6,129,1177,153,2,4
20170428,1154907,672254,9,1,132,1092,196,1,4
20170428,1110972,672254,9,2,136,1159,207,2,4
20170428,964611,672254,9,3,136,1153,189,6,4
20170428,1165881,672254,9,4,127,1124,18,3,4
20170428,1191243,672254,9,5,133,1116,151,2,4
20170428,1049262,672254,9,6,132,1088,227,4,4
20170428,1041677,672254,9,7,122,1169,207,4,4
20170428,1170453,672254,9,8,123,1192,28,4,4
20170428,1120244,672254,9,9,128,1093,198,3,4
20170428,961933,672256,12,1,131,1518,6,6,5
20170428,876996,672256,12,2,132,1476,16,9,5
20170428,935133,672256,12,3,128,1478,16,15,5
20170428,807289,672256,12,4,126,2563,9,53,5
20170428,866091,672256,12,5,134,1857,211,25,5
20170428,887020,672256,12,6,130,1471,162,11,5
20170428,890329,672256,12,7,119,1824,28,13,5
20170428,886874,672256,12,8,130,1524,258,3,5
20170428,843752,672256,12,9,135,2640,223,37,5
20170428,897003,672256,12,10,129,1546,196,10,5
20170428,973198,672256,12,11,120,1473,16,10,5
20170428,867849,672256,12,12,133,1834,183,19,5
20170428,896060,674818,12,1,131,1512,186,14,5
20170428,886876,674818,12,2,132,1546,12,20,5
20170428,841039,674818,12,3,129,2194,16,47,5
20170428,888769,674818,12,4,132,1521,16,12,5
20170428,889899,674818,12,5,125,1456,16,25,5
20170428,894306,674818,12,6,127,1491,16,17,5
20170428,890548,674818,12,7,128,1459,196,15,5
20170428,894558,674818,12,8,135,1486,21,11,5
20170428,1062355,674818,12,9,122,1463,69,5,5
20170428,857711,674818,12,10,112,2195,354,32,5
20170428,884313,674818,12,11,126,1862,147,19,5
20170428,882472,674818,12,12,130,1536,213,7,5
20170428,1048749,672258,10,1,125,1182,135,1,5
20170428,1413760,672258,10,2,125,1151,21,1,5
20170428,1041608,672258,10,3,125,1134,261,2,5
20170428,1398111,672258,10,4,125,1140,32,1,5
20170428,1439507,672258,10,5,120,1177,0,0,5
20170428,1256613,672258,10,6,125,1156,20,2,5
20170428,1167756,672258,10,7,120,1125,26,3,5
20170428,1439510,672258,10,8,125,1157,0,0,5
20170428,1048758,672258,10,9,125,1097,196,2,5
20170428,1439508,672258,10,10,125,1094,0,0,5
20170428,1041601,672252,11,1,133,1115,8,4,3
20170428,964565,672252,11,2,132,1096,200,2,3
20170428,1048737,672252,11,3,131,1126,162,2,3
20170428,998383,672252,11,4,128,1148,169,3,3
20170428,998403,672252,11,5,132,1116,209,4,3
20170428,1084838,672252,11,6,131,1088,16,16,3
20170428,1022909,672252,11,7,125,1158,49,8,3
20170428,1039099,672252,11,8,125,1186,16,14,3
20170428,964930,672252,11,9,119,1095,212,2,3
20170428,964745,672252,11,10,133,1130,322,3,3
20170428,964918,672252,11,11,125,1127,203,4,3
20170428,1013240,672253,12,1,121,1523,226,5,4
20170428,840707,672253,12,2,133,2220,9,37,4
20170428,822667,672253,12,3,127,2629,14,43,4
20170428,893927,672253,12,4,130,1492,11,13,4
20170428,855882,672253,12,5,125,1864,8,30,4
20170428,862906,672253,12,6,134,1859,4,16,4
20170428,877161,672253,12,7,124,1463,14,23,4
20170428,733771,672253,12,8,124,3649,14,68,4
20170428,853056,672253,12,9,124,1863,11,18,4
20170428,860186,672253,12,10,133,1831,14,27,4
20170428,774560,672253,12,11,130,2984,12,50,4
20170428,815406,672253,12,12,125,2607,14,38,4
20170428,1021468,672257,11,1,127,1497,196,6,5
20170428,885589,672257,11,2,121,1495,16,11,5
20170428,755781,672257,11,3,136,3363,6,105,5
20170428,896854,672257,11,4,127,1555,36,12,5
20170428,868872,672257,11,5,121,1872,6,33,5
20170428,903046,672257,11,6,132,1522,190,11,5
20170428,886981,672257,11,7,135,1496,11,20,5
20170428,888653,672257,11,8,133,1495,195,17,5
20170428,871103,672257,11,9,124,1848,286,21,5
20170428,899243,672257,11,10,122,1542,225,14,5
20170428,816716,672257,11,11,131,2920,206,33,5
20170428,823884,672255,5,1,131,2626,391,29,4
20170428,1006053,672255,5,2,128,1562,32,8,4
20170428,882829,672255,5,3,135,1829,20,15,4
20170428,753294,672255,5,4,112,3394,16,97,4
20170428,864560,672255,5,5,126,2242,130,22,4
20170428,1128233,672248,13,1,127,1147,226,1,2
20170428,1037616,672248,13,2,122,1100,212,3,2
20170428,1108373,672248,13,3,130,1147,188,2,2
20170428,998309,672248,13,4,132,1150,235,3,2
20170428,1019941,672248,13,5,118,1168,191,7,2
20170428,964847,672248,13,6,133,1145,224,4,2
20170428,1010872,672248,13,7,108,1149,219,7,2
20170428,1094582,672248,13,8,125,1173,219,3,2
20170428,923897,672248,13,9,125,1199,13,6,2
20170428,1077233,672248,13,10,125,1091,34,2,2
20170428,1022481,672248,13,11,130,1163,203,6,2
20170428,964914,672248,13,12,121,1097,13,8,2
20170428,998317,672248,13,13,127,1122,11,2,2
20170428,875049,672246,8,1,126,1500,174,7,1
20170428,890342,672246,8,2,126,1518,34,9,1
20170428,863455,672246,8,3,126,1837,195,17,1
20170428,902510,672246,8,4,126,1549,256,5,1
20170428,875013,672246,8,5,126,1546,295,6,1
20170428,872217,672246,8,6,126,1832,209,14,1
20170428,846897,672246,8,7,126,2202,216,18,1
20170428,867279,672246,8,8,126,1872,40,11,1
20170428,1010868,672247,5,1,127,1203,180,7,1
20170428,1049182,672247,5,2,127,1122,266,2,1
20170428,997819,672247,5,3,127,1106,180,7,1
20170428,1057428,672247,5,4,127,1178,16,3,1
20170428,1164090,672247,5,5,127,1149,200,1,1
20170428,784805,672245,9,1,127,2928,14,51,1
20170428,783333,672245,9,2,127,2948,27,61,1
20170428,836863,672245,9,3,127,2236,203,40,1
20170428,888582,672245,9,4,127,1502,34,18,1
20170428,888292,672245,9,5,127,1908,170,10,1
20170428,832547,672245,9,6,130,2223,34,23,1
20170428,894756,672245,9,7,124,1538,27,8,1
20170428,855967,672245,9,8,127,1862,27,18,1
20170428,875043,672245,9,9,127,1569,544,5,1
20170428,964496,672249,10,1,128,1131,13,4,2
20170428,1083516,672249,10,2,126,1088,11,3,2
20170428,997244,672249,10,3,125,1144,21,5,2
20170428,1053002,672249,10,4,119,1150,16,15,2
20170428,1035081,672249,10,5,133,1086,16,10,2
20170428,1052600,672249,10,6,119,1167,16,8,2
20170428,1050855,672249,10,7,129,1176,223,4,2
20170428,1008813,672249,10,8,122,1142,100,9,2
20170428,1015450,672249,10,9,126,1159,11,5,2
20170428,964777,672249,10,10,121,1097,7,8,2
20170428,1176012,672251,9,1,126,1182,188,1,4
20170428,1439515,672251,9,2,126,1158,0,0,4
20170428,1167750,672251,9,3,126,1096,177,2,4
20170428,1439516,672251,9,4,126,1177,0,0,4
20170428,1161231,672251,9,5,126,1171,189,2,4
20170428,1229754,672251,9,6,126,1122,15,2,4
20170428,1094578,672251,9,7,126,1132,192,2,4
20170428,1182935,672251,9,8,126,1189,188,1,4
20170428,1439517,672251,9,9,126,1123,0,0,4
20170428,1256615,672250,8,1,125,1160,26,4,3
20170428,1164092,672250,8,2,133,1113,9,4,3
20170428,1119182,672250,8,3,128,1180,198,3,3
20170428,906237,672250,8,4,132,1166,127,2,3
20170428,906260,672250,8,5,128,1179,232,2,3
20170428,1028336,672250,8,6,133,1132,202,7,3
20170428,1028334,672250,8,7,117,1099,16,4,3
20170428,1048719,672250,8,8,124,1099,160,3,3
20170429,968238,672262,17,1,125,1894,19,11,4
20170429,860973,672262,17,2,130,1896,206,16,4
20170429,890537,672262,17,3,125,1501,18,11,4
20170429,773243,672262,17,4,128,2956,27,19,4
20170429,864695,672262,17,5,133,1888,12,32,4
20170429,865421,672262,17,6,120,1827,44,15,4
20170429,881152,672262,17,7,133,1478,245,8,4
20170429,900614,672262,17,8,130,1458,19,13,4
20170429,870298,672262,17,9,130,1845,15,25,4
20170429,842184,672262,17,10,129,2203,15,29,4
20170429,855568,672262,17,11,129,1910,19,20,4
20170429,811092,672262,17,12,124,2572,18,28,4
20170429,798325,672262,17,13,131,2946,27,61,4
20170429,1035084,672262,17,14,132,1552,183,6,4
20170429,432840,672262,17,15,123,1470,7,17,4
20170429,778998,672262,17,16,123,2985,22,71,4
20170429,888833,672262,17,17,133,1497,358,3,4
20170429,1441818,672264,12,1,131,818,0,0,5
20170429,1431162,672264,12,2,131,785,0,0,5
20170429,1441819,672264,12,3,131,788,0,0,5
20170429,1371558,672264,12,4,131,763,0,0,5
20170429,1441814,672264,12,5,131,734,0,0,5
20170429,1441817,672264,12,6,131,756,0,0,5
20170429,1371779,672264,12,7,126,799,0,0,5
20170429,1433456,672264,12,8,131,776,0,0,5
20170429,1293822,672264,12,9,126,834,0,0,5
20170429,1441816,672264,12,10,131,757,0,0,5
20170429,1441813,672264,12,11,131,755,0,0,5
20170429,1425147,672264,12,12,131,754,0,0,5
20170429,1048726,672261,10,1,127,1103,11,5,4
20170429,964505,672261,10,2,127,1103,112,2,4
20170429,1406197,672261,10,3,119,1105,27,1,4
20170429,875007,672261,10,4,140,1510,347,1,4
20170429,1441820,672261,10,5,127,1141,0,0,4
20170429,894652,672261,10,6,135,1548,347,4,4
20170429,1441825,672261,10,7,129,1126,0,0,4
20170429,923745,672261,10,8,127,1150,0,0,4
20170429,1425155,672261,10,9,140,1466,13,1,4
20170429,1131270,672261,10,10,127,1099,18,1,4
20170429,874985,672259,8,1,132,1540,213,7,3
20170429,918347,672259,8,2,125,1541,171,8,3
20170429,900915,672259,8,3,130,1487,18,3,3
20170429,866894,672259,8,4,125,1870,17,17,3
20170429,984907,672259,8,5,129,1514,171,10,3
20170429,847987,672259,8,6,133,2239,609,15,3
20170429,983089,672259,8,7,123,1471,203,10,3
20170429,855533,672259,8,8,122,1836,9,22,3
20170429,1220211,672263,9,1,128,1195,37,7,5
20170429,1296073,672263,9,2,125,1100,50,3,5
20170429,1008790,672263,9,3,129,1173,21,12,5
20170429,1214438,672263,9,4,135,1173,28,3,5
20170429,1264054,672263,9,5,129,1101,10,2,5
20170429,1050864,672263,9,6,119,1082,220,5,5
20170429,964752,672263,9,7,114,1110,220,5,5
20170429,1108367,672263,9,8,133,1161,24,3,5
20170429,1318541,672263,9,9,119,1165,54,3,5
20170429,894033,672260,8,1,130,1467,35,8,4
20170429,891151,672260,8,2,133,1465,27,11,4
20170429,885105,672260,8,3,130,1475,204,13,4
20170429,895324,672260,8,4,132,1452,9,4,4
20170429,877211,672260,8,5,133,1544,15,16,4
20170429,896608,672260,8,6,119,1504,10,11,4
20170429,834522,672260,8,7,131,2250,15,32,4
20170429,882539,672260,8,8,131,1486,210,20,4
20170429,1381000,672265,6,1,130,1180,0,0,5
20170429,1008710,672265,6,2,130,1112,301,2,5
20170429,964629,672265,6,3,125,1190,201,2,5
20170429,1025072,672265,6,4,135,1463,329,1,5
20170429,998365,672265,6,5,125,1096,0,0,5
20170429,1394049,672265,6,6,137,1470,25,2,5
20170429,896453,672270,14,1,132,1548,185,13,5
20170429,896762,672270,14,2,126,1480,186,12,5
20170429,893271,672270,14,3,119,1490,24,17,5
20170429,865806,672270,14,4,123,1915,17,25,5
20170429,749309,672270,14,5,127,3366,18,72,5
20170429,902074,672270,14,6,130,1464,17,16,5
20170429,861823,672270,14,7,126,2257,17,19,5
20170429,897688,672270,14,8,126,1542,17,17,5
20170429,870696,672270,14,9,122,1899,17,20,5
20170429,847046,672270,14,10,130,2485,147,25,5
20170429,767585,672270,14,11,130,3290,22,62,5
20170429,888745,672270,14,12,128,1509,85,7,5
20170429,1044713,672270,14,13,125,1441,197,5,5
20170429,845800,672270,14,14,112,2602,290,5,5
20170429,819967,672267,10,1,118,2594,25,11,2
20170429,840346,672267,10,2,131,2206,227,17,2
20170429,1284541,672267,10,3,128,1490,65,3,2
20170429,810773,672267,10,4,124,2575,28,44,2
20170429,905985,672267,10,5,122,1469,15,8,2
20170429,904148,672267,10,6,133,1469,28,5,2
20170429,826469,672267,10,7,123,2271,15,21,2
20170429,790931,672267,10,8,122,3292,15,65,2
20170429,837703,672267,10,9,114,2233,18,47,2
20170429,874984,672267,10,10,123,1480,15,5,2
20170429,871508,672266,9,1,127,1921,196,10,2
